0 5.970 0.372
1 5.701 0.344
2 5.672 0.389
3 5.343 0.408
4 5.582 0.434
5 5.866 0.438
6 5.448 0.445
7 5.955 0.445
8 6.134 0.467
9 6.149 0.406
10 7.185 0.450
11 7.923 0.437
12 8.530 0.529
13 8.723 0.473
14 9.000 0.437
15 9.254 0.473
16 8.687 0.475
17 9.242 0.491
18 8.394 0.484
19 7.940 0.363
20 7.239 0.389
21 6.582 0.402
22 6.537 0.420
23 6.239 0.364
